Date,Open,High,Low,Close,Adj Close,Volume
8/21/2019,0.1099160048035468,0.11095543531460916,0.12448908286798388,0.11413954269473403,0.11165895515488544,13.666134864701695
8/22/2019,0.12195705457599537,0.1096384568539015,0.12729183895506768,0.11699018062417288,0.11449321657645739,8.531127012151225
8/23/2019,0.08638624699133013,0.07956744866774668,0.03083031695792493,0.013911113095661731,0.012020187055477471,19.508847345174054
8/26/2019,0.05556557830772246,0.03555841843910357,0.057339718281594454,0.04823279376610645,0.04613986059355746,9.141903989344597
8/27/2019,0.0708102101297221,0.04126532510216929,0.018918603587817495,0.006613479996298244,0.004765572301758336,8.011634637527514
8/28/2019,0.0,0.0,0.0,0.0,0.0,6.544608088230717
8/29/2019,0.04772232570365009,0.05443510970924437,0.06726614609001724,0.06590674892862758,0.06558385162035729,10.791997659794735
8/30/2019,0.09146779093199653,0.08253065020433836,0.09085600982297515,0.07172205030468315,0.07137094372651087,7.99702910111637
9/3/2019,0.04418733861449087,0.028205288700153153,0.0496321390421135,0.033637527567379255,0.033472558983420164,8.226236439568556
9/4/2019,0.06661241296134546,0.06277597329372542,0.0888707242612905,0.08597523995187761,0.08555365172504459,5.387617243661426
9/5/2019,0.1357655978930239,0.18273076142316924,0.1611584750073336,0.21117525781283453,0.21014030483306279,24.80418415423778
9/6/2019,0.20127332738900683,0.1948030639796554,0.21160808457484648,0.1987464764404807,0.19777216259421282,11.580364681987266
9/9/2019,0.2134248455079919,0.2265202952416947,0.2433726535617995,0.21984119711832895,0.21876348250329647,13.262822893348465
9/10/2019,0.20547112455738348,0.22948349677828683,0.23111059568080683,0.25040003572191427,0.2491733062160364,10.577727801763038
9/11/2019,0.2561760956175123,0.25165263420019657,0.275604348563266,0.2635129701973331,0.2622213975746872,10.93871691192488
9/12/2019,0.28301990382581566,0.2750290018777555,0.29136985155311357,0.26282881709426764,0.26154008034800524,9.541564576595043
9/13/2019,0.23209399607261427,0.21664295678638834,0.24734322468516834,0.23626087159189701,0.23510278298173537,9.406795308801287
9/16/2019,0.20259894754744168,0.2004002224376622,0.22772393207558017,0.2165344571201797,0.21547318545476202,5.557904520455013
9/17/2019,0.21983200960709315,0.19644928705553943,0.2290085286154937,0.22634065159744932,0.22523189183613246,5.193429998195054
9/18/2019,0.22325652834971632,0.1984247547466007,0.20436763134987923,0.21391187022509595,0.2128637495972825,6.650000311197509
9/19/2019,0.21695983259715113,0.1933763373138886,0.20448441285350794,0.17924811300311871,0.1783692147738396,6.124035028391585
9/20/2019,0.1802843415471238,0.15924464554055184,0.15508583681865162,0.13078726820265696,0.13014618343631779,10.47117377476354
9/23/2019,0.1338876360019079,0.14629435734359464,0.15823893741662087,0.15530275439583208,0.1545413532650497,6.299799381339353
9/24/2019,0.1714468738242254,0.15309874605724993,0.14130561939048802,0.1289628599278163,0.1283307056053804,9.102900568246652
9/25/2019,0.1317887374177198,0.17208518553245034,0.13675114074897654,0.19395740471902334,0.1930061342568279,8.736268409925955
9/26/2019,0.19066836612152893,0.16297608451255652,0.1902370694108304,0.18380913369022123,0.18290813736899736,5.671263399646065
9/27/2019,0.16658626657663134,0.15759842246466738,0.12051851174461436,0.12018289510514424,0.11959443109965995,10.961289104560288
9/30/2019,0.13499231946727042,0.12225950043568234,0.14644400555014214,0.14652278957316,0.14580507875932924,3.6638320031368714
10/1/2019,0.15929535570524034,0.19381533013412455,0.17295340687381233,0.1457246109529169,0.14501020866153347,11.125269445176334
10/2/2019,0.13852730655642964,0.11260165839049363,0.12997781353852345,0.13477816130387144,0.13411779771153443,8.111383812335454
10/3/2019,0.13963199002179172,0.19996122961742624,0.15181595471705323,0.22907726400971073,0.2279553366003526,14.634747483968143
10/4/2019,0.22999509748842617,0.21741119422180133,0.23099381417717813,0.23660294814342953,0.23544344159507657,6.9558867158082105
10/7/2019,0.2651240316869463,0.2743705126474014,0.2946397336547115,0.2635129701973331,0.2622213975746872,15.89596874747152
